,C3L-01637-02,C3L-03123-02,C3L-03356-02,C3L-03743-01,C3N-00302-02,C3N-01167-01,C3N-02754-01-3,C3N-02998-03,C3L-01453-03,C3L-03348-03,C3L-03348-03-2,C3N-03000-02
ENSG00000100804.19,2993,1447,1948,2333,1655,3361,1620,2387,1963,2467,1866,2218
ENSG00000100811.14,4410,2500,4271,4395,5254,6331,3035,4224,3655,4582,3045,4808
ENSG00000100813.14,7096,4795,5962,4471,5343,7981,3540,5905,6198,6144,4604,6248
ENSG00000100814.18,1594,690,937,1098,1362,1475,856,1396,1043,1418,988,1776
ENSG00000100815.12,5472,3110,6478,4635,4798,7323,6041,5262,3696,10370,6132,5966
ENSG00000100823.12,3100,1907,2505,1952,2185,1840,1468,2936,2245,2548,1570,2601
ENSG00000100836.10,518,475,615,356,473,798,363,471,590,520,518,457
ENSG00000100842.13,155,86,220,309,200,152,286,191,448,308,345,376
ENSG00000100852.13,7861,4069,10933,7791,8815,9129,7853,6577,7590,14658,7870,12140
ENSG00000100865.15,1074,433,736,585,553,897,728,672,428,878,630,719
ENSG00000100867.15,231,40,72,374,72,174,287,4,153,186,92,30
ENSG00000100883.13,3581,2451,2855,2772,2403,3920,2027,2625,2591,2785,1977,2888
ENSG00000100884.9,118,8,13,12,24,29,17,14,7,19,25,8
ENSG00000100888.15,6720,4641,6411,5905,7059,7466,4245,6202,6512,6970,5410,7012
ENSG00000100889.12,1794,647,710,539,587,2906,570,789,546,923,488,453
ENSG00000100890.16,347,271,420,342,355,295,265,412,439,290,199,291
ENSG00000100897.18,3091,1201,2280,1622,1505,3502,1403,1929,1623,2986,1748,1627
ENSG00000100902.11,483,491,353,416,454,527,265,419,371,384,285,322
ENSG00000100906.11,6648,5775,3589,4205,2749,5443,4486,7748,6840,4901,4250,3430
ENSG00000100908.14,248,164,150,117,157,300,79,73,155,148,124,121
ENSG00000100911.16,3333,4050,3551,2214,2289,6400,1097,4758,1814,2729,2189,1860
ENSG00000100916.14,284,193,290,273,307,255,270,316,368,390,246,388
ENSG00000100918.13,192,251,292,209,350,658,272,443,239,351,339,213
ENSG00000100926.15,221,68,141,153,183,152,79,96,136,129,73,181
ENSG00000100934.15,7149,4228,4517,8877,4554,5856,3775,5802,6531,5486,4868,8097
ENSG00000100938.18,2956,1097,2101,1744,1812,2510,1344,2139,2004,2082,1544,2205
ENSG00000100941.9,4106,3510,5023,2869,4796,4989,2606,3827,3789,4229,2631,2499
ENSG00000100949.14,701,384,642,511,456,885,373,651,656,416,362,505
ENSG00000100968.14,1006,717,1412,1342,1266,1479,1337,1323,1267,1597,1451,1981
ENSG00000100979.15,3071,1390,1600,2697,2599,2858,1381,4248,7669,2590,1815,2466
ENSG00000100982.12,745,541,505,843,798,836,731,770,695,779,637,958
ENSG00000100983.12,2333,1325,1592,1378,1170,3711,934,1133,1465,1445,900,1020
ENSG00000100985.7,2093,2737,2500,510,1404,1564,547,1332,830,302,178,4122
ENSG00000100987.15,9,1,3,7,18,8,16,4,0,7,13,10
ENSG00000100991.12,4852,3567,3056,4900,2750,6861,3100,3718,3705,3787,2935,4260
ENSG00000100994.12,10285,3167,9167,8522,13526,13288,6167,6930,4099,5291,3584,3518
ENSG00000100997.20,3301,1213,1709,2078,1444,3667,1568,1165,1805,1717,1301,1161
ENSG00000101000.6,858,430,485,856,387,1116,204,656,908,751,437,487
ENSG00000101003.10,462,445,350,270,557,1041,138,268,203,228,199,165
ENSG00000101004.15,678,629,683,800,861,1763,777,647,894,965,791,1164
ENSG00000101017.14,1327,1512,520,365,572,491,483,930,900,627,423,695
ENSG00000101019.22,1810,1517,1441,2177,1456,2683,1245,1520,1946,1640,1127,2004
ENSG00000101040.19,5186,2206,2876,4340,3531,5157,2764,2344,5836,3913,2664,5095
ENSG00000101049.17,622,146,156,341,261,1341,489,302,434,441,272,288
ENSG00000101052.13,1194,512,866,1145,881,1316,904,977,1059,1332,927,1315
ENSG00000101057.16,466,551,293,345,609,1225,159,149,172,232,179,318
ENSG00000101074.5,10,12,7,9,3,72,2,8,2,3,8,0
ENSG00000101076.17,3225,1513,1013,2416,841,7092,798,1185,793,1369,711,491
ENSG00000101079.21,1452,982,2753,1314,1508,1997,1161,1274,1579,1438,1091,1600
ENSG00000101082.14,94,427,280,111,111,171,142,690,184,131,112,48
ENSG00000101084.18,89,75,180,77,115,381,36,61,211,66,55,65
ENSG00000101096.20,738,1107,1002,1029,1055,951,1052,2365,837,1360,956,720
ENSG00000101098.13,15,6,5,25,87,13,26,55,13,21,13,8
ENSG00000101104.13,602,605,457,785,1114,741,609,524,582,773,550,1012
ENSG00000101109.12,5449,5489,4468,5379,3667,5619,3446,7662,5067,4365,3621,4480
ENSG00000101115.13,287,527,207,624,1058,812,165,254,526,326,439,1924
ENSG00000101126.18,5868,3606,4227,5727,7390,8195,5450,4874,5627,8258,4874,7825
ENSG00000101132.10,781,416,540,801,944,953,312,652,524,496,335,1132
ENSG00000101134.12,299,79,251,335,418,262,225,255,267,468,379,288
ENSG00000101138.12,1810,939,1195,1083,1826,1825,1088,1220,1189,1514,970,1577
ENSG00000101144.13,59,219,416,79,347,398,236,11,1022,79,92,274
ENSG00000101146.13,1254,765,917,943,1312,1790,593,824,970,781,631,1327
ENSG00000101150.18,5559,2755,1834,4256,4346,5120,2389,2468,3940,2888,2281,5640
ENSG00000101152.11,4263,1636,2319,4952,3655,5495,2747,2879,3777,2965,2206,3415
ENSG00000101158.15,3392,1868,2018,2370,3336,3757,1694,2128,2192,1673,1171,2562
ENSG00000101160.14,10629,8890,8490,6090,8354,9277,4079,5522,6944,4423,3926,5967
ENSG00000101161.8,5766,2209,2402,2880,4546,5410,2197,2917,3209,2805,1883,3511
ENSG00000101162.4,75,22,102,44,52,80,27,101,49,30,26,42
ENSG00000101166.16,6106,2294,2780,4647,4210,7680,1963,3048,2652,2291,1243,3196
ENSG00000101180.16,0,0,2,2,1,0,0,2,2,2,0,1
ENSG00000101181.17,1215,538,654,848,1023,1700,563,683,704,770,581,883
ENSG00000101182.15,7505,2981,2649,5176,4307,9157,2199,3752,3880,3060,2320,4356
ENSG00000101187.16,1993,589,736,215,858,1029,177,539,338,122,66,324
ENSG00000101188.5,26,146,326,8,156,141,23,12,38,25,7,222
ENSG00000101189.7,1172,524,404,718,931,1244,413,548,634,413,341,828
ENSG00000101190.13,444,129,347,423,725,891,341,394,588,551,455,631
ENSG00000101191.17,5971,3236,4049,5185,4759,8706,3923,4385,4895,4555,3528,5340
ENSG00000101193.8,3395,1041,1584,3012,2526,4060,1646,1997,2524,2713,1825,3384
ENSG00000101194.18,2768,541,394,727,855,1866,528,365,634,445,420,487
ENSG00000101197.13,178,20,95,142,100,87,21,21,35,23,33,190
ENSG00000101198.15,19,6,37,330,173,24,32,15,9,38,29,272
ENSG00000101199.13,4673,1795,1695,3671,3064,5451,1866,2170,2441,2031,1985,3561
ENSG00000101200.5,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000101203.16,1,1,0,6,25,1,1,0,3,3,1,6
ENSG00000101204.18,4,1,0,0,0,0,2,1,7,2,1,0
ENSG00000101210.13,1781,221,101,382,265,379,463,2,373,393,223,74
ENSG00000101213.7,2829,218,586,939,812,2418,643,255,1084,347,283,578
ENSG00000101216.11,755,471,429,720,899,1281,396,592,625,451,415,709
ENSG00000101220.18,812,309,553,481,407,884,296,612,466,458,314,404
ENSG00000101222.12,6,14,19,8,20,5,31,6,14,23,17,11
ENSG00000101224.17,1165,1346,1174,956,1910,3051,624,1195,643,891,726,618
ENSG00000101230.6,311,77,513,535,764,243,637,286,1439,689,872,1559
ENSG00000101236.17,993,876,1638,1477,2496,1541,1516,1343,1514,2290,1375,1877
ENSG00000101246.20,2611,1226,1053,1709,1452,2793,1269,1359,1778,1485,1244,2108
ENSG00000101247.18,660,457,646,886,615,1080,485,638,960,582,451,667
ENSG00000101251.13,0,1,5,0,9,1,5,4,6,4,0,1
ENSG00000101255.11,587,282,298,732,1211,1783,210,134,406,315,260,551
ENSG00000101265.16,2153,2021,3308,3351,1543,2585,2578,5113,4045,5135,4162,2166
ENSG00000101266.19,6491,5264,5284,8316,5330,9349,3995,4879,6595,5567,3849,5215
ENSG00000101276.18,425,508,606,337,240,1132,186,255,305,177,121,197
ENSG00000101278.6,5,8,9,5,13,16,6,10,13,10,6,8
ENSG00000101280.8,19,7,39,19,16,10,31,41,41,34,18,18
ENSG00000101282.9,1,3,6,2,58,8,6,1,0,6,0,3
ENSG00000101290.14,3856,2724,4146,3499,3319,4376,4543,3926,4000,5079,3190,3324
ENSG00000101292.8,4,1,1,10,5,3,4,7,4,4,4,3
ENSG00000101294.18,4275,2745,2560,2820,3879,5584,1894,2123,2886,2406,1602,3024
ENSG00000101298.15,246,71,319,371,153,406,370,244,296,541,369,188
ENSG00000101306.11,139,10,15,11,34,41,10,5,12,182,34,12
ENSG00000101307.16,146,144,206,14,40,65,24,317,36,43,17,29
ENSG00000101310.17,4450,2849,2794,3768,2156,6692,2132,3351,3117,2695,1738,1998
ENSG00000101311.16,4091,2569,5564,5944,3608,7750,1587,2803,1876,911,618,2468
ENSG00000101323.5,6,1,2,3,3,6,17,0,1,4,1,0
ENSG00000101327.9,0,0,0,0,0,2,3,0,1,0,0,0
ENSG00000101331.17,32,13,50,25,54,47,45,101,38,66,45,25
ENSG00000101333.17,2204,3051,1180,1507,927,4867,1577,1514,624,1725,917,960
ENSG00000101335.10,3562,2639,4194,6688,3565,3036,2947,3506,8016,3290,3967,7895
ENSG00000101336.17,2249,1644,1387,631,584,1134,544,1601,1081,734,573,823
ENSG00000101337.16,3733,2100,2817,3320,2729,4086,2078,2190,3036,2646,1688,3426
ENSG00000101342.10,129,209,158,59,50,379,119,118,84,95,66,39
ENSG00000101343.15,2411,1470,2476,2369,1874,3546,1802,2284,2133,2960,1879,2238
ENSG00000101346.14,2365,1317,2460,3748,2279,5158,2144,2019,2328,3119,2263,3490
ENSG00000101347.10,6779,5726,8062,3657,4303,8556,7419,10674,5163,7636,6110,2846
ENSG00000101349.17,53,1,12,11,56,33,79,0,44,126,62,9
ENSG00000101350.8,5053,2760,4559,5487,3241,7210,3939,3131,3660,4980,3545,4224
ENSG00000101353.15,82,40,92,61,68,47,91,85,86,109,69,61
ENSG00000101361.17,2961,2324,2766,2394,2393,4747,1947,3307,1800,2316,1457,2525
ENSG00000101363.12,940,432,1426,735,686,1205,515,461,984,578,416,768
ENSG00000101365.21,2818,1711,1740,2004,1370,3848,1522,1840,1848,1791,1325,1427
ENSG00000101367.9,4038,3313,3621,5472,3451,5187,3689,4153,3634,4386,3048,5076
ENSG00000101384.12,15558,6295,10117,19623,10072,10218,7526,7997,16782,11421,7559,8686
ENSG00000101391.21,1154,869,974,1169,916,1610,744,1052,1030,902,761,1169
ENSG00000101400.6,328,119,324,389,317,265,278,360,295,292,240,419
ENSG00000101405.3,4,10,21,9,11,75,10,4,23,7,8,12
ENSG00000101407.13,1523,1088,2534,1547,2040,2264,1176,1181,1528,1590,1053,2051
ENSG00000101412.13,306,252,247,196,767,732,71,115,123,113,122,163
ENSG00000101413.12,1430,1337,1747,1813,1836,2465,1432,1388,1644,1766,1287,2255
ENSG00000101417.12,720,353,598,531,578,1002,535,540,561,581,486,783
ENSG00000101421.4,3601,1687,2906,3120,2251,4843,1529,1710,2632,2369,1442,2953
ENSG00000101425.14,3,0,1,13,25,19,28,19,5,8,3,9
ENSG00000101435.5,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000101438.4,0,0,0,0,0,0,0,0,2,1,1,1
ENSG00000101439.9,11307,3502,9657,8344,3891,19088,7732,6497,8329,9293,8711,3268
ENSG00000101440.9,4,7,19,16,39,32,3,10,7,6,11,13
ENSG00000101441.4,3,6,13,34,1,22,1,0,4,1,25,8
ENSG00000101442.10,600,378,298,350,477,675,307,473,363,351,261,632
ENSG00000101443.18,1542,214,1568,238,2019,375,167,33,1532,363,219,733
ENSG00000101444.13,4228,2749,2674,3124,2782,6421,1537,2745,2642,2077,1453,3115
ENSG00000101445.10,640,914,1096,670,467,454,693,2491,1099,1783,1196,229
ENSG00000101446.8,0,0,1,1,2,0,0,0,0,0,0,0
ENSG00000101447.15,356,356,150,290,556,967,109,159,422,195,204,297
ENSG00000101448.14,0,3,17,2,20,0,1,0,5,0,0,6
ENSG00000101452.15,974,748,801,925,940,1599,894,728,841,1035,890,1319
ENSG00000101457.13,897,1172,834,1151,888,1875,410,581,684,704,584,1237
ENSG00000101460.13,361,498,273,570,219,360,450,367,317,365,282,386
ENSG00000101463.6,428,283,202,396,188,216,152,119,398,484,370,1186
ENSG00000101464.11,1106,600,705,844,567,1635,516,612,773,838,376,795
ENSG00000101470.10,11,9,17,50,49,133,14,15,15,22,28,70
ENSG00000101473.17,570,385,381,611,478,948,434,381,495,500,374,599
ENSG00000101474.12,3836,2614,2770,3045,2048,4199,1895,3924,3368,3002,2227,2775
ENSG00000101489.20,33,3,67,37,60,30,119,31,24,123,53,10
ENSG00000101493.11,1367,491,1097,1452,1857,1238,1578,1397,1889,2462,1913,1116
ENSG00000101542.10,32,3,27,35,23,16,38,12,23,88,72,29
ENSG00000101544.9,1250,1395,1252,1194,1307,1228,1170,1783,1227,1390,1128,1279
ENSG00000101546.13,422,383,476,291,581,384,338,832,338,408,353,322
ENSG00000101557.15,4181,1349,1994,3610,3251,2800,1680,3397,2275,2832,1982,3016
ENSG00000101558.14,5969,9861,4805,8755,5734,7536,4273,8002,6146,6522,4261,7702
ENSG00000101574.15,592,336,643,1096,752,1033,454,1063,619,1098,688,833
ENSG00000101577.10,9856,3115,2639,9608,2999,7326,2324,7683,2339,5217,3308,2790
ENSG00000101596.16,22066,10235,8883,15180,10290,18512,6799,21057,9005,13574,9301,10332
ENSG00000101605.13,5198,143,679,855,922,962,935,1531,444,1340,897,637
ENSG00000101608.13,21102,4717,5614,15211,4132,13000,4165,10293,6593,8305,6310,8904
ENSG00000101624.11,271,329,380,917,331,635,227,603,284,453,370,482
ENSG00000101638.14,1,4,11,11,24,5,12,9,12,21,10,11
ENSG00000101639.18,5033,4561,6007,6242,5228,7049,3413,6801,4738,8479,6066,8152
ENSG00000101654.18,2124,2924,2793,3649,2920,3465,1676,3466,2581,3245,2253,4039
ENSG00000101665.9,1400,1148,1201,1766,1744,1265,1106,1627,1295,1641,1415,1469
ENSG00000101670.12,926,439,1293,1202,1157,1561,891,1720,291,1852,1131,359
ENSG00000101680.15,323,389,260,354,368,351,233,225,376,340,226,1380
ENSG00000101695.9,1724,242,547,131,342,341,309,1352,270,415,267,138
ENSG00000101745.17,3948,3613,5460,4915,4513,5494,4802,8016,5489,8750,4909,5897
ENSG00000101746.15,216,0,136,188,143,172,902,20,75,575,254,5
ENSG00000101751.10,1649,1170,1450,1330,1778,1287,1781,1767,1220,2051,1363,1936
ENSG00000101752.12,12627,4137,7461,10903,6590,13000,5501,8222,5386,12206,7908,12003
ENSG00000101773.19,2791,1589,2376,20671,2110,5056,1147,2353,1162,2965,1813,824
ENSG00000101782.15,15118,4361,5650,10724,5058,17993,2827,5377,3638,4777,3644,2851
ENSG00000101811.14,719,514,898,758,634,1001,458,710,471,610,390,555
ENSG00000101812.14,0,0,0,0,1,31,0,1,24,5,3,5
ENSG00000101825.8,14609,14633,23444,15112,25726,18973,11285,11124,28409,28582,22472,49176
ENSG00000101842.14,16962,349,1178,2079,61,163,1260,1977,270,2135,777,281
ENSG00000101843.19,1505,823,1051,1594,803,2627,878,1147,1283,1199,813,1045
ENSG00000101844.18,782,534,761,894,437,965,530,615,609,744,541,513
ENSG00000101846.8,1998,719,6210,967,1536,4829,925,1348,862,1708,994,717
ENSG00000101849.17,836,792,1408,891,1336,2020,1622,1040,1320,1918,1294,1938
ENSG00000101850.13,136,54,198,81,62,139,78,45,89,90,75,104
ENSG00000101856.10,4778,1796,2470,4236,3374,6434,2526,2450,2372,3315,2230,3174
ENSG00000101868.13,2046,1985,1659,1509,3845,4746,1400,2084,1648,2127,1313,1867
ENSG00000101871.16,1391,759,2107,1262,1567,2999,1356,1623,2430,2260,1559,1174
ENSG00000101882.10,520,396,564,550,638,856,428,499,514,644,351,495
ENSG00000101883.5,2,2,6,0,10,3,5,8,12,10,3,8
ENSG00000101888.12,573,470,413,484,342,606,318,458,392,441,249,539
ENSG00000101890.5,1,0,1,2,4,1,0,3,3,0,2,4
ENSG00000101892.12,0,1,0,1,4,0,1,3,0,2,5,0
ENSG00000101898.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101901.12,2893,3084,2753,3833,1898,3700,2123,3802,2718,2736,1712,2619
ENSG00000101911.13,2463,1340,1198,882,2156,4283,867,1413,1124,1418,914,1153
ENSG00000101916.12,838,1058,643,273,228,346,225,768,508,515,329,237
ENSG00000101928.13,503,280,611,607,431,1073,281,439,378,445,305,968
ENSG00000101935.10,1319,751,988,1480,1113,1869,928,1025,1341,1328,928,947
ENSG00000101938.15,585,60,2254,1234,627,661,1290,8179,1194,2623,1512,60
ENSG00000101940.18,3459,776,1423,1468,1331,3799,1731,1199,1640,1875,1678,1545
ENSG00000101945.17,199,120,157,119,203,471,147,157,150,218,151,187
ENSG00000101951.17,0,0,5,4,0,0,1,0,1,5,5,0
ENSG00000101955.15,379,76,962,710,378,893,1747,1818,708,1630,1065,837
ENSG00000101958.14,1,4,1,11,14,35,1,3,5,8,2,5
ENSG00000101966.13,6150,3793,5143,6674,4041,10290,3973,4711,4259,4462,3206,4736
ENSG00000101972.19,8554,6198,8007,9312,7238,13753,7218,8288,7838,11316,6753,8111
ENSG00000101974.14,2044,1674,2022,2294,1918,2272,1809,3127,2264,2719,1658,2117
ENSG00000101977.21,28,12,31,18,18,14,132,50,23,44,24,33
ENSG00000101981.12,0,0,0,0,0,2,0,0,0,0,0,1
ENSG00000101986.12,606,348,406,343,435,872,264,300,539,374,335,294
ENSG00000101997.13,613,361,390,313,412,1131,335,469,343,446,370,355
ENSG00000102001.13,62,20,29,19,63,73,25,15,35,25,23,14
ENSG00000102003.11,195,97,189,154,136,716,442,52,94,476,254,28
ENSG00000102007.11,1278,1050,1093,876,2148,2096,641,767,1373,788,565,1353
ENSG00000102010.15,74,44,87,92,107,106,133,655,63,349,186,17
ENSG00000102021.11,1,0,0,1,2,0,0,3,1,0,0,1
ENSG00000102024.18,9202,5323,10321,13205,6857,8936,7753,7975,10964,10241,8819,16167
ENSG00000102030.16,641,356,376,433,580,1188,254,440,345,384,226,362
ENSG00000102032.13,569,351,394,230,157,903,219,336,310,241,230,127
ENSG00000102034.17,1840,1135,1113,2570,1324,3067,799,1158,1052,1086,780,1285
ENSG00000102038.16,2673,2548,1815,5834,4347,1981,3513,2827,2569,5182,3011,4553
ENSG00000102043.16,279,144,225,128,210,403,156,231,219,284,140,117
ENSG00000102048.16,202,243,106,173,151,373,1407,86,87,260,106,50
ENSG00000102053.12,247,271,235,221,450,635,307,273,308,390,245,331
ENSG00000102054.18,5763,2833,4174,3672,5160,7952,3310,3837,3146,3981,2717,3345
ENSG00000102055.7,0,1,0,0,0,0,0,2,0,0,0,0
ENSG00000102057.10,61,46,103,103,228,123,136,68,89,229,144,112
ENSG00000102076.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102078.16,448,265,477,580,455,892,316,379,464,419,306,578
ENSG00000102081.15,2787,2462,2966,2968,2911,4319,1926,2723,2339,3068,1930,2597
ENSG00000102096.9,1920,2552,1323,419,628,1182,639,2033,1416,521,509,465
ENSG00000102098.19,52,119,42,44,132,171,71,102,40,76,55,47
ENSG00000102100.16,1582,667,925,1193,695,3979,690,660,741,765,516,850
ENSG00000102103.17,1137,626,838,692,737,2060,697,835,887,776,574,692
ENSG00000102104.9,1,2,2,3,7,3,1,4,2,3,2,2
ENSG00000102109.9,345,14,363,203,236,2009,579,1,244,1010,355,36
ENSG00000102119.11,625,575,443,478,647,1317,328,615,556,461,300,444
ENSG00000102125.16,823,564,632,628,486,1483,569,623,666,480,466,545
ENSG00000102128.8,12,6,11,9,6,18,7,14,14,8,10,7
ENSG00000102144.15,36321,20801,13488,25814,23633,23211,9057,12115,13806,12800,8919,28276
ENSG00000102145.15,5,12,12,3,0,18,10,8,7,12,14,6
ENSG00000102158.20,6889,5094,4900,7632,5087,6173,3970,4510,6219,6023,4298,5813
ENSG00000102172.16,3396,1856,2694,2549,3156,6336,1416,2711,1604,2002,1550,2649
ENSG00000102174.9,91,180,80,79,88,128,39,132,97,66,41,63
ENSG00000102178.13,1747,565,1141,1489,1132,3171,981,795,1146,1099,870,1227
ENSG00000102181.21,1421,648,1467,1759,1205,2182,1690,1812,1710,1980,1697,1555
ENSG00000102189.17,3559,1983,4710,3563,3345,4310,3273,3595,3997,5293,3005,3477
ENSG00000102195.10,0,0,0,1,4,0,1,0,0,1,0,0
ENSG00000102218.6,2209,1121,1310,1508,1083,2633,884,1234,1223,1284,986,1101
ENSG00000102221.14,632,464,555,384,648,1673,537,519,605,736,495,451
ENSG00000102225.16,2130,1415,1752,1377,2200,5420,1071,1415,1606,1663,1081,1515
ENSG00000102226.10,1743,1134,1872,1439,2004,1851,1999,1400,1656,2689,2005,1780
ENSG00000102230.14,48,15,19,32,16,51,65,10,33,146,82,52
ENSG00000102239.5,57,0,44,57,22,40,47,1,29,42,37,4
ENSG00000102241.12,2478,1664,2954,2490,2071,4253,1762,2394,1690,2631,1752,2054
ENSG00000102243.13,7,10,38,15,30,63,35,15,14,69,69,78
ENSG00000102245.8,56,52,60,22,23,54,69,214,60,87,58,9
ENSG00000102265.12,22614,8531,15498,26544,10907,23396,12442,12538,16181,26743,17412,7861
ENSG00000102271.14,93,127,91,514,138,57,96,241,221,173,150,160
ENSG00000102287.19,2688,677,4054,1865,4237,3730,1162,2179,6695,1387,849,1358
ENSG00000102290.22,0,1,2,2,3,0,2,11,8,3,1,2
ENSG00000102302.8,80,61,120,144,172,119,140,108,118,193,151,195
ENSG00000102309.15,638,325,646,847,567,1119,311,444,483,441,299,462
ENSG00000102312.23,298,153,200,429,320,445,200,187,380,264,151,350
ENSG00000102313.9,2,22,12,19,10,88,1,3,10,12,2,5
ENSG00000102316.17,5753,2619,4280,6384,4249,11943,5029,4300,4563,6911,4743,6646
ENSG00000102317.18,11655,4944,7469,7618,4357,11479,5599,10275,4944,5615,4578,9130
ENSG00000102349.18,428,262,531,377,409,409,546,674,1327,623,416,873
ENSG00000102359.8,1950,996,3832,3632,2536,1700,1846,2280,4116,2208,1972,4279
ENSG00000102362.15,1275,463,2477,953,1059,935,651,996,745,771,590,856
ENSG00000102383.14,133,38,218,237,111,229,289,209,191,402,287,210
ENSG00000102384.13,350,499,316,316,613,871,134,226,186,239,189,275
ENSG00000102385.12,150,108,138,503,91,297,151,120,324,587,541,427
ENSG00000102387.16,10,5,21,23,9,8,6,12,15,12,20,14
ENSG00000102390.11,565,432,676,484,385,853,413,431,358,637,365,357
ENSG00000102393.14,1327,1241,931,892,579,1109,461,1128,675,644,522,654
ENSG00000102401.20,3644,1931,2357,2710,2673,3890,2128,2447,2485,3573,2090,2631
ENSG00000102409.10,936,354,663,562,349,937,744,539,499,1434,910,662
ENSG00000102445.20,907,794,598,270,654,567,366,1449,1122,367,283,877
ENSG00000102452.18,1143,156,1580,2207,981,2133,2555,545,2088,2363,1936,1710
ENSG00000102466.16,712,102,750,1018,493,868,1343,431,1059,796,601,872
ENSG00000102468.11,56,33,86,90,47,50,52,103,206,217,127,17
ENSG00000102471.14,3542,1807,1434,5705,2038,6260,1480,1905,2755,2410,1396,2469
ENSG00000102524.11,664,1449,784,782,730,1062,582,1688,690,1051,777,615
ENSG00000102531.16,10845,6127,6180,9957,7783,13126,7723,8656,6469,13233,7952,7860
ENSG00000102539.5,1,3,2,3,3,2,6,17,0,8,8,3
ENSG00000102543.14,362,223,381,341,463,479,322,471,246,560,353,372
ENSG00000102547.19,559,431,785,909,467,1360,865,739,719,1319,971,597
ENSG00000102554.14,9246,3696,4520,6394,8499,7521,2147,3372,8097,3353,1525,3094
ENSG00000102572.15,3942,2507,2918,4934,3400,6942,2085,2672,2653,3249,2589,3747
ENSG00000102575.13,5387,3287,3829,723,829,2422,642,1296,855,705,567,1207
ENSG00000102580.15,10966,4973,6087,10744,6428,10689,6276,6107,7447,8114,5760,6956
ENSG00000102595.20,3156,2057,2212,4405,3230,4704,2256,2776,2375,3853,2407,3762
ENSG00000102606.18,4318,3053,2761,4465,3797,7632,2957,3821,4244,4404,3373,3802
ENSG00000102678.7,203,35,111,80,40,57,97,88,117,149,91,54
ENSG00000102683.8,7,2,14,14,15,3,7,60,7,7,3,5
ENSG00000102699.6,15651,6035,8839,11790,5018,20989,5853,9486,8318,9086,6294,8607
ENSG00000102710.20,2606,2386,2121,3667,2010,3688,2308,2474,2439,3982,2549,3242
ENSG00000102738.8,816,732,665,739,592,1122,600,834,743,919,678,842
ENSG00000102743.15,852,612,403,510,334,1589,461,576,338,791,538,503
ENSG00000102753.10,2015,1554,1606,2680,2688,3223,1665,2004,1722,2758,1791,2654
ENSG00000102755.12,3912,3081,2966,5487,6268,3439,2745,2793,3663,6159,3648,4359
ENSG00000102760.13,697,642,834,611,398,764,573,991,1532,659,715,688
ENSG00000102763.18,2417,1642,1830,3219,1561,4150,2237,2215,3261,3547,2210,2369
ENSG00000102780.17,6896,3477,5043,15791,4972,9464,4280,5420,12026,6844,5113,7079
ENSG00000102781.14,1234,838,1186,1823,1444,1455,1613,1506,1939,1776,1493,2255
ENSG00000102786.15,5237,3627,3456,5931,4759,6304,3436,4935,4016,6157,3661,5147
ENSG00000102794.10,5,8,1,0,13,4,0,9,12,0,2,2
ENSG00000102796.11,321,110,210,239,162,261,257,233,208,257,193,198
ENSG00000102802.10,381,403,411,606,486,92,167,923,1286,496,498,1222
ENSG00000102804.15,7752,6305,6223,8930,8179,12938,7236,8111,9325,11739,9470,8777
ENSG00000102805.16,940,679,1068,1218,1047,1178,745,1226,1027,1061,771,1017
ENSG00000102837.7,133297,1933,7797,4412,50044,26772,2168,16,24217,16285,11667,2798
ENSG00000102854.16,3649,750,2317,4295,798,2594,5188,2879,686,2054,1228,572
ENSG00000102858.13,1302,1139,1151,1379,1215,2299,1373,1207,1060,1661,1467,1143
ENSG00000102870.6,1206,754,1187,1359,733,1995,995,889,1088,1478,1088,1389
ENSG00000102871.16,1499,544,866,923,389,1865,476,703,847,935,833,578
ENSG00000102878.17,269,177,313,250,243,800,399,195,350,371,349,312
ENSG00000102879.16,1517,1588,1308,580,638,1118,1272,2885,1340,1335,1038,448
ENSG00000102882.12,2564,1314,1801,1400,747,4712,914,1184,1207,1283,729,665
ENSG00000102886.15,164,85,131,101,83,959,106,91,75,114,94,61
ENSG00000102890.16,1828,481,1058,1085,397,2666,803,529,949,950,622,465
ENSG00000102891.4,0,0,0,0,0,0,0,0,0,0,0,0
